Prog s-T1 s-T2 a-T1 a-T2 s-m1 a-m1 s-m2 a-m2 s-m3 a-m3 s-m4 a-m4 s-m5 a-m5 s-m6 a-m6
1565 7 6 1 1 8 2 9 2 9 2 11 1 11 1 11 1 
1566 7 6 1 1 8 2 9 2 9 2 11 1 11 1 11 1 
1567 8 6 1 1 9 1 9 1 9 1 12 1 12 1 12 1 
1568 3 6 2 1 6 3 6 3 6 3 6 3 6 3 6 3 
1569 3 6 2 1 6 3 6 3 6 3 7 2 7 2 7 2 
1570 3 6 2 1 6 3 6 3 6 3 7 2 7 2 7 2 
1571 4 6 1 1 6 2 6 2 6 2 8 2 8 2 8 2 
1572 3 6 2 1 6 3 9 2 7 2 7 2 7 2 9 2 
1573 4 6 1 1 7 2 9 2 7 2 8 1 8 1 10 1 
1574 4 6 1 1 7 2 9 2 7 2 8 1 8 1 10 1 
1575 5 6 1 1 8 1 9 1 7 1 9 1 9 1 11 1 
1576 3 6 2 1 6 3 9 2 7 2 7 2 7 2 9 2 
1577 4 6 1 1 7 2 9 2 7 2 8 1 8 1 10 1 
1578 4 6 1 1 7 2 9 2 7 2 8 1 8 1 10 1 
1579 5 6 1 1 8 1 9 1 7 1 9 1 9 1 11 1 
1580 4 6 1 1 7 2 10 2 8 2 8 2 8 2 10 2 
1581 5 6 1 1 8 2 10 2 8 2 9 1 9 1 11 1 
1582 5 6 1 1 8 2 10 2 8 2 9 1 9 1 11 1 
1583 6 6 1 1 9 1 10 1 8 1 10 1 10 1 12 1 
1584 3 6 2 1 7 3 7 3 7 3 6 3 7 3 7 3 
1585 3 6 2 1 7 3 7 3 7 3 7 2 9 2 9 2 
1586 3 6 2 1 7 3 7 3 7 3 7 2 9 2 9 2 
1587 4 6 1 1 7 2 7 2 7 2 8 2 10 2 10 2 
1588 6 6 1 1 9 2 10 2 8 2 7 2 8 2 10 2 
1589 6 6 1 1 9 2 10 2 8 2 10 1 10 1 12 1 
1590 6 6 1 1 9 2 10 2 8 2 10 1 10 1 12 1 
1591 7 6 1 1 10 1 10 1 8 1 11 1 11 1 13 1 
1592 6 6 1 1 9 2 10 2 8 2 7 2 8 2 10 2 
1593 6 6 1 1 9 2 10 2 8 2 10 1 10 1 12 1 
1594 6 6 1 1 9 2 10 2 8 2 10 1 10 1 12 1 
1595 7 6 1 1 10 1 10 1 8 1 11 1 11 1 13 1 
1596 7 6 1 1 10 2 11 2 9 2 8 2 9 2 11 2 
1597 7 6 1 1 10 2 11 2 9 2 11 1 11 1 13 1 
1598 7 6 1 1 10 2 11 2 9 2 11 1 11 1 13 1 
1599 8 6 1 1 11 1 11 1 9 1 12 1 12 1 14 1 
1600 3 6 2 1 6 3 6 3 6 3 6 3 6 3 6 3 
1601 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1602 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1603 4 6 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
1604 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1605 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1606 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1607 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1608 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1609 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1610 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1611 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1612 4 6 1 1 8 1 8 2 8 2 8 2 8 2 8 2 
1613 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1614 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1615 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1616 3 6 2 1 9 2 9 2 9 2 6 3 7 3 7 3 
1617 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1618 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1619 4 6 1 1 10 1 10 1 10 1 8 2 10 2 10 2 
1620 6 6 1 1 10 1 10 1 10 1 7 2 8 2 8 2 
1621 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1622 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1623 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1624 6 6 1 1 10 1 10 1 10 1 7 2 8 2 8 2 
1625 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1626 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1627 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1628 7 6 1 1 11 1 11 1 11 1 8 2 9 2 9 2 
1629 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1630 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1631 8 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1632 3 6 2 1 9 2 6 3 6 3 6 3 6 3 6 3 
1633 3 6 2 1 9 2 7 2 7 2 7 2 7 2 7 2 
1634 3 6 2 1 9 2 7 2 7 2 7 2 7 2 7 2 
1635 4 6 1 1 9 1 8 1 8 1 8 2 8 2 8 2 
1636 3 6 2 1 9 2 9 2 7 2 7 2 7 2 9 2 
1637 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1638 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1639 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1640 3 6 2 1 9 2 9 2 7 2 7 2 7 2 9 2 
1641 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1642 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1643 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1644 4 6 1 1 10 1 10 2 8 2 8 2 8 2 10 2 
1645 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1646 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1647 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1648 3 6 2 1 9 2 9 2 9 2 6 3 7 3 7 3 
1649 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1650 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1651 4 6 1 1 10 1 10 1 10 1 8 2 10 2 10 2 
1652 6 6 1 1 12 1 12 1 10 1 7 2 8 2 10 2 
1653 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1654 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1655 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1656 6 6 1 1 12 1 12 1 10 1 7 2 8 2 10 2 
1657 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1658 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1659 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1660 7 6 1 1 13 1 13 1 11 1 8 2 9 2 11 2 
1661 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1662 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1663 8 6 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1664 3 6 2 1 6 3 6 3 6 3 6 3 6 3 6 3 
1665 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1666 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1667 4 6 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
1668 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1669 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1670 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1671 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1672 3 6 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1673 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1674 4 6 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
1675 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1676 4 6 1 1 8 1 8 2 8 2 8 2 8 2 8 2 
1677 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1678 5 6 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1679 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1680 3 6 2 1 9 2 9 2 9 2 6 3 7 3 7 3 
1681 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1682 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1683 4 6 1 1 10 1 10 1 10 1 8 2 10 2 10 2 
1684 6 6 1 1 10 1 10 1 10 1 7 2 8 2 8 2 
1685 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1686 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1687 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1688 6 6 1 1 10 1 10 1 10 1 7 2 8 2 8 2 
1689 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1690 6 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1691 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1692 7 6 1 1 11 1 11 1 11 1 8 2 9 2 9 2 
1693 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1694 7 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1695 8 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1696 3 6 2 1 9 2 6 3 6 3 6 3 6 3 6 3 
1697 3 6 2 1 9 2 7 2 7 2 7 2 7 2 7 2 
1698 3 6 2 1 9 2 7 2 7 2 7 2 7 2 7 2 
1699 4 6 1 1 9 1 8 1 8 1 8 2 8 2 8 2 
1700 3 6 2 1 9 2 9 2 7 2 7 2 7 2 9 2 
1701 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1702 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1703 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1704 3 6 2 1 9 2 9 2 7 2 7 2 7 2 9 2 
1705 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1706 4 6 1 1 10 1 10 1 8 1 8 1 8 1 10 1 
1707 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1708 4 6 1 1 10 1 10 2 8 2 8 2 8 2 10 2 
1709 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1710 5 6 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1711 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1712 3 6 2 1 9 2 9 2 9 2 6 3 7 3 7 3 
1713 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1714 3 6 2 1 9 2 9 2 9 2 7 2 9 2 9 2 
1715 4 6 1 1 10 1 10 1 10 1 8 2 10 2 10 2 
1716 6 6 1 1 12 1 12 1 10 1 7 2 8 2 10 2 
1717 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1718 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1719 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1720 6 6 1 1 12 1 12 1 10 1 7 2 8 2 10 2 
1721 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1722 6 6 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1723 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1724 7 6 1 1 13 1 13 1 11 1 8 2 9 2 11 2 
1725 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1726 7 6 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1727 8 6 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1728 3 7 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
1729 3 7 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
1730 3 7 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
1731 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1732 3 7 2 1 8 2 8 1 8 1 8 1 8 1 8 1 
1733 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1734 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1735 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1736 3 7 2 1 8 2 8 1 8 1 8 1 8 1 8 1 
1737 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1738 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1739 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1740 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1741 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1742 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1743 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1744 3 7 2 1 10 2 10 2 10 2 7 2 7 2 7 2 
1745 3 7 2 1 10 2 10 2 10 2 8 1 10 1 10 1 
1746 3 7 2 1 10 2 10 2 10 2 8 1 10 1 10 1 
1747 4 7 1 1 11 1 11 1 11 1 9 1 11 1 11 1 
1748 6 7 1 1 11 1 11 1 11 1 8 1 8 1 8 1 
1749 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1750 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1751 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1752 6 7 1 1 11 1 11 1 11 1 8 1 8 1 8 1 
1753 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1754 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1755 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1756 7 7 1 1 12 1 12 1 12 1 9 1 9 1 9 1 
1757 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1758 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1759 8 7 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
1760 3 7 2 1 10 2 7 2 7 2 7 2 7 2 7 2 
1761 3 7 2 1 10 2 8 2 8 2 8 1 8 1 8 1 
1762 3 7 2 1 10 2 8 2 8 2 8 1 8 1 8 1 
1763 4 7 1 1 10 1 9 1 9 1 9 1 9 1 9 1 
1764 3 7 2 1 10 2 10 1 8 1 8 1 8 1 10 1 
1765 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1766 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1767 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1768 3 7 2 1 10 2 10 1 8 1 8 1 8 1 10 1 
1769 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1770 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1771 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1772 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1773 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1774 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1775 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1776 3 7 2 1 10 2 10 2 10 2 7 2 7 2 7 2 
1777 3 7 2 1 10 2 10 2 10 2 8 1 10 1 10 1 
1778 3 7 2 1 10 2 10 2 10 2 8 1 10 1 10 1 
1779 4 7 1 1 11 1 11 1 11 1 9 1 11 1 11 1 
1780 6 7 1 1 13 1 13 1 11 1 8 1 8 1 10 1 
1781 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1782 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1783 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1784 6 7 1 1 13 1 13 1 11 1 8 1 8 1 10 1 
1785 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1786 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1787 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1788 7 7 1 1 14 1 14 1 12 1 9 1 9 1 11 1 
1789 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1790 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1791 8 7 1 1 15 1 15 1 13 1 13 1 13 1 15 1 
1792 3 7 2 1 7 3 7 3 7 3 7 3 7 3 7 3 
1793 3 7 2 1 7 3 7 3 7 3 8 2 8 2 8 2 
1794 3 7 2 1 7 3 7 3 7 3 8 2 8 2 8 2 
1795 4 7 1 1 7 2 7 2 7 2 9 2 9 2 9 2 
1796 3 7 2 1 7 3 8 2 8 2 8 2 8 2 8 2 
1797 4 7 1 1 7 2 8 2 8 2 9 1 9 1 9 1 
1798 4 7 1 1 7 2 8 2 8 2 9 1 9 1 9 1 
1799 5 7 1 1 7 1 8 1 8 1 10 1 10 1 10 1 
1800 3 7 2 1 7 3 8 2 8 2 8 2 8 2 8 2 
1801 4 7 1 1 7 2 8 2 8 2 9 1 9 1 9 1 
1802 4 7 1 1 7 2 8 2 8 2 9 1 9 1 9 1 
1803 5 7 1 1 7 1 8 1 8 1 10 1 10 1 10 1 
1804 4 7 1 1 7 2 9 2 9 2 9 2 9 2 9 2 
1805 5 7 1 1 7 2 9 2 9 2 10 1 10 1 10 1 
1806 5 7 1 1 7 2 9 2 9 2 10 1 10 1 10 1 
1807 6 7 1 1 8 1 9 1 9 1 11 1 11 1 11 1 
1808 3 7 2 1 8 3 8 3 8 3 7 3 8 3 8 3 
1809 3 7 2 1 8 3 8 3 8 3 8 2 10 2 10 2 
1810 3 7 2 1 8 3 8 3 8 3 8 2 10 2 10 2 
1811 4 7 1 1 8 2 8 2 8 2 9 2 11 2 11 2 
1812 6 7 1 1 8 2 9 2 9 2 8 2 9 2 9 2 
1813 6 7 1 1 8 2 9 2 9 2 11 1 11 1 11 1 
1814 6 7 1 1 8 2 9 2 9 2 11 1 11 1 11 1 
1815 7 7 1 1 9 1 9 1 9 1 12 1 12 1 12 1 
1816 6 7 1 1 8 2 9 2 9 2 8 2 9 2 9 2 
1817 6 7 1 1 8 2 9 2 9 2 11 1 11 1 11 1 
1818 6 7 1 1 8 2 9 2 9 2 11 1 11 1 11 1 
1819 7 7 1 1 9 1 9 1 9 1 12 1 12 1 12 1 
1820 7 7 1 1 9 2 10 2 10 2 9 2 10 2 10 2 
1821 7 7 1 1 9 2 10 2 10 2 12 1 12 1 12 1 
1822 7 7 1 1 9 2 10 2 10 2 12 1 12 1 12 1 
1823 8 7 1 1 10 1 10 1 10 1 13 1 13 1 13 1 
1824 3 7 2 1 7 3 7 3 7 3 7 3 7 3 7 3 
1825 3 7 2 1 7 3 7 3 7 3 8 2 8 2 8 2 
1826 3 7 2 1 7 3 7 3 7 3 8 2 8 2 8 2 
1827 4 7 1 1 7 2 7 2 7 2 9 2 9 2 9 2 
1828 3 7 2 1 7 3 10 2 8 2 8 2 8 2 10 2 
1829 4 7 1 1 8 2 10 2 8 2 9 1 9 1 11 1 
1830 4 7 1 1 8 2 10 2 8 2 9 1 9 1 11 1 
1831 5 7 1 1 9 1 10 1 8 1 10 1 10 1 12 1 
1832 3 7 2 1 7 3 10 2 8 2 8 2 8 2 10 2 
1833 4 7 1 1 8 2 10 2 8 2 9 1 9 1 11 1 
1834 4 7 1 1 8 2 10 2 8 2 9 1 9 1 11 1 
1835 5 7 1 1 9 1 10 1 8 1 10 1 10 1 12 1 
1836 4 7 1 1 8 2 11 2 9 2 9 2 9 2 11 2 
1837 5 7 1 1 9 2 11 2 9 2 10 1 10 1 12 1 
1838 5 7 1 1 9 2 11 2 9 2 10 1 10 1 12 1 
1839 6 7 1 1 10 1 11 1 9 1 11 1 11 1 13 1 
1840 3 7 2 1 8 3 8 3 8 3 7 3 8 3 8 3 
1841 3 7 2 1 8 3 8 3 8 3 8 2 10 2 10 2 
1842 3 7 2 1 8 3 8 3 8 3 8 2 10 2 10 2 
1843 4 7 1 1 8 2 8 2 8 2 9 2 11 2 11 2 
1844 6 7 1 1 10 2 11 2 9 2 8 2 9 2 11 2 
1845 6 7 1 1 10 2 11 2 9 2 11 1 11 1 13 1 
1846 6 7 1 1 10 2 11 2 9 2 11 1 11 1 13 1 
1847 7 7 1 1 11 1 11 1 9 1 12 1 12 1 14 1 
1848 6 7 1 1 10 2 11 2 9 2 8 2 9 2 11 2 
1849 6 7 1 1 10 2 11 2 9 2 11 1 11 1 13 1 
1850 6 7 1 1 10 2 11 2 9 2 11 1 11 1 13 1 
1851 7 7 1 1 11 1 11 1 9 1 12 1 12 1 14 1 
1852 7 7 1 1 11 2 12 2 10 2 9 2 10 2 12 2 
1853 7 7 1 1 11 2 12 2 10 2 12 1 12 1 14 1 
1854 7 7 1 1 11 2 12 2 10 2 12 1 12 1 14 1 
1855 8 7 1 1 12 1 12 1 10 1 13 1 13 1 15 1 
1856 3 7 2 1 7 3 7 3 7 3 7 3 7 3 7 3 
1857 3 7 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1858 3 7 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1859 4 7 1 1 9 1 9 1 9 1 9 2 9 2 9 2 
1860 3 7 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1861 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1862 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1863 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1864 3 7 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1865 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1866 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1867 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1868 4 7 1 1 9 1 9 2 9 2 9 2 9 2 9 2 
1869 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1870 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1871 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1872 3 7 2 1 10 2 10 2 10 2 7 3 8 3 8 3 
1873 3 7 2 1 10 2 10 2 10 2 8 2 10 2 10 2 
1874 3 7 2 1 10 2 10 2 10 2 8 2 10 2 10 2 
1875 4 7 1 1 11 1 11 1 11 1 9 2 11 2 11 2 
1876 6 7 1 1 11 1 11 1 11 1 8 2 9 2 9 2 
1877 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1878 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1879 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1880 6 7 1 1 11 1 11 1 11 1 8 2 9 2 9 2 
1881 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1882 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1883 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1884 7 7 1 1 12 1 12 1 12 1 9 2 10 2 10 2 
1885 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1886 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1887 8 7 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
1888 3 7 2 1 10 2 7 3 7 3 7 3 7 3 7 3 
1889 3 7 2 1 10 2 8 2 8 2 8 2 8 2 8 2 
1890 3 7 2 1 10 2 8 2 8 2 8 2 8 2 8 2 
1891 4 7 1 1 10 1 9 1 9 1 9 2 9 2 9 2 
1892 3 7 2 1 10 2 10 2 8 2 8 2 8 2 10 2 
1893 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1894 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1895 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1896 3 7 2 1 10 2 10 2 8 2 8 2 8 2 10 2 
1897 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1898 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1899 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1900 4 7 1 1 11 1 11 2 9 2 9 2 9 2 11 2 
1901 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1902 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1903 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1904 3 7 2 1 10 2 10 2 10 2 7 3 8 3 8 3 
1905 3 7 2 1 10 2 10 2 10 2 8 2 10 2 10 2 
1906 3 7 2 1 10 2 10 2 10 2 8 2 10 2 10 2 
1907 4 7 1 1 11 1 11 1 11 1 9 2 11 2 11 2 
1908 6 7 1 1 13 1 13 1 11 1 8 2 9 2 11 2 
1909 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1910 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1911 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1912 6 7 1 1 13 1 13 1 11 1 8 2 9 2 11 2 
1913 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1914 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1915 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1916 7 7 1 1 14 1 14 1 12 1 9 2 10 2 12 2 
1917 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1918 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1919 8 7 1 1 15 1 15 1 13 1 13 1 13 1 15 1 
1920 3 7 2 1 7 3 7 3 7 3 7 3 7 3 7 3 
1921 3 7 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1922 3 7 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1923 4 7 1 1 9 1 9 1 9 1 9 2 9 2 9 2 
1924 3 7 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1925 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1926 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1927 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1928 3 7 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1929 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1930 4 7 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
1931 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1932 4 7 1 1 9 1 9 2 9 2 9 2 9 2 9 2 
1933 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1934 5 7 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1935 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1936 3 7 2 1 10 2 10 2 10 2 7 3 8 3 8 3 
1937 3 7 2 1 10 2 10 2 10 2 8 2 10 2 10 2 
1938 3 7 2 1 10 2 10 2 10 2 8 2 10 2 10 2 
1939 4 7 1 1 11 1 11 1 11 1 9 2 11 2 11 2 
1940 6 7 1 1 11 1 11 1 11 1 8 2 9 2 9 2 
1941 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1942 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1943 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1944 6 7 1 1 11 1 11 1 11 1 8 2 9 2 9 2 
1945 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1946 6 7 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1947 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1948 7 7 1 1 12 1 12 1 12 1 9 2 10 2 10 2 
1949 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
1950 7 7 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
